Timestamp,Temperature,Moisture,Light,Conductivity
2025-04-06 02:55:42,18.39,64.61,351.59,0.68
2025-04-06 02:45:42,17.56,65.02,419.38,0.77
2025-04-06 02:35:42,18.11,64.85,548.93,0.52
2025-04-06 02:25:42,13.14,71.1,369.63,0.69
2025-04-06 02:15:42,17.44,71.62,438.65,0.81
2025-04-06 02:05:42,15.83,68.66,515.39,0.86
2025-04-06 01:55:42,19.29,66.7,560.98,0.82
2025-04-06 01:45:42,13.74,69.41,399.16,0.81
2025-04-06 01:35:42,16.94,67.87,433.75,0.75
2025-04-06 01:25:42,16.77,67.63,403.2,0.63
2025-04-06 01:15:42,17.75,67.1,464.18,0.73
2025-04-06 01:05:42,18.16,70.67,364.26,0.57
2025-04-06 00:55:42,17.47,69.48,333.18,0.48
2025-04-06 00:45:42,13.21,69.84,431.22,0.62
2025-04-06 00:35:42,15.22,61.0,340.49,0.7
2025-04-06 00:25:42,11.12,62.73,468.87,0.67
2025-04-06 00:15:42,14.82,69.52,352.16,0.68
2025-04-06 00:05:42,15.47,63.18,431.85,0.76
2025-04-05 23:55:42,12.07,64.12,485.99,0.72
2025-04-05 23:45:42,11.24,60.46,437.73,0.75
2025-04-05 23:35:42,12.42,66.89,482.1,0.6
2025-04-05 23:25:42,17.44,67.12,382.83,0.46
2025-04-05 23:15:42,15.66,68.69,521.34,0.53
2025-04-05 23:05:42,14.28,65.4,470.89,0.8
2025-04-05 22:55:42,15.68,65.75,408.15,0.52
2025-04-05 22:45:42,15.54,71.45,364.46,0.64
2025-04-05 22:35:42,12.97,70.59,361.75,0.79
2025-04-05 22:25:42,15.67,66.55,370.33,0.7
2025-04-05 22:15:42,15.89,69.44,525.51,0.63
2025-04-05 22:05:42,13.83,65.47,488.06,0.56
2025-04-05 21:55:42,13.91,72.05,406.44,0.75
2025-04-05 21:45:42,16.39,65.47,459.27,0.61
2025-04-05 21:35:42,19.35,66.11,376.73,0.85
2025-04-05 21:25:42,17.94,64.07,535.64,0.85
2025-04-05 21:15:42,16.97,70.12,455.09,0.8
2025-04-05 21:05:42,13.42,65.39,367.75,0.72
2025-04-05 20:55:42,13.28,63.79,366.37,0.58
2025-04-05 20:45:42,12.15,67.48,493.11,0.52
2025-04-05 20:35:42,17.01,62.22,473.42,0.56
2025-04-05 20:25:42,11.97,61.19,428.51,0.42
2025-04-05 20:15:42,15.46,63.9,498.39,0.72
2025-04-05 20:05:42,11.02,65.49,423.34,0.64
2025-04-05 19:55:42,16.5,67.05,464.49,0.42
2025-04-05 19:45:42,13.47,64.17,476.88,0.67
2025-04-05 19:35:42,13.23,61.91,419.19,0.73
2025-04-05 19:25:42,16.2,69.47,382.03,0.61
2025-04-05 19:15:42,13.05,61.48,432.46,0.79
2025-04-05 19:05:42,12.7,69.3,351.71,0.48
2025-04-05 18:55:42,13.88,66.94,347.4,0.67
2025-04-05 18:45:42,17.31,63.27,421.76,0.62
2025-04-05 18:35:42,15.63,64.19,393.22,0.67
2025-04-05 18:25:42,15.57,70.42,513.63,0.67
2025-04-05 18:15:42,17.72,71.76,495.17,0.87
2025-04-05 18:05:42,16.14,68.9,440.69,0.56
2025-04-05 17:55:42,14.96,69.9,524.27,0.63
2025-04-05 17:45:42,15.51,72.68,526.38,0.76
2025-04-05 17:35:42,17.48,69.4,502.29,0.81
2025-04-05 17:25:42,15.28,68.9,496.97,0.87
2025-04-05 17:15:42,14.98,71.46,477.79,0.59
2025-04-05 17:05:42,17.44,64.02,476.06,0.5
2025-04-05 16:55:42,13.0,68.61,433.48,0.8
2025-04-05 16:45:42,11.28,68.13,347.16,0.75
2025-04-05 16:35:42,11.75,68.65,498.79,0.77
2025-04-05 16:25:42,14.57,61.1,350.47,0.46
2025-04-05 16:15:42,14.71,68.73,494.62,0.49
2025-04-05 16:05:42,11.14,65.16,333.65,0.64
2025-04-05 15:55:42,15.61,60.77,433.97,0.52
2025-04-05 15:45:42,15.18,61.57,486.06,0.73
2025-04-05 15:35:42,16.15,70.35,476.34,0.79
2025-04-05 15:25:42,14.53,64.33,470.32,0.54
2025-04-05 15:15:42,15.05,66.2,362.18,0.74
2025-04-05 15:05:42,17.81,64.76,532.81,0.8
2025-04-05 14:55:42,15.95,62.7,454.38,0.75
2025-04-05 14:45:42,17.93,63.96,399.46,0.79
2025-04-05 14:35:42,17.9,64.17,459.0,0.88
2025-04-05 14:25:42,15.99,63.79,431.57,0.81
2025-04-05 14:15:42,13.88,70.13,545.41,0.87
2025-04-05 14:05:42,15.69,69.17,404.98,0.75
2025-04-05 13:55:42,18.97,67.94,424.04,0.62
2025-04-05 13:45:42,17.14,71.41,444.21,0.91
2025-04-05 13:35:42,15.11,70.76,366.66,0.86
2025-04-05 13:25:42,12.82,69.69,419.48,0.85
2025-04-05 13:15:42,13.74,69.56,483.9,0.7
2025-04-05 13:05:42,12.13,68.95,477.46,0.52
2025-04-05 12:55:42,12.44,64.04,383.62,0.64
2025-04-05 12:45:42,15.69,67.72,461.6,0.6
2025-04-05 12:35:42,16.18,66.99,464.73,0.52
2025-04-05 12:25:42,10.69,62.91,409.56,0.74
2025-04-05 12:15:42,14.52,68.59,471.02,0.6
2025-04-05 12:05:42,16.58,67.17,315.55,0.43
2025-04-05 11:55:42,14.45,66.44,333.15,0.42
2025-04-05 11:45:42,12.13,65.99,452.94,0.78
2025-04-05 11:35:42,16.56,68.98,350.94,0.53
2025-04-05 11:25:42,16.92,61.96,405.75,0.64
2025-04-05 11:15:42,17.49,64.06,515.29,0.48
2025-04-05 11:05:42,11.73,63.17,482.74,0.72
2025-04-05 10:55:42,15.73,64.54,439.74,0.57
2025-04-05 10:45:42,13.05,64.55,372.41,0.83
2025-04-05 10:35:42,15.81,63.5,538.51,0.6
2025-04-05 10:25:42,18.0,73.06,447.51,0.71
2025-04-05 10:15:42,18.79,72.35,391.87,0.6
2025-04-05 10:05:42,16.37,67.66,396.38,0.61
2025-04-05 09:55:42,13.79,70.89,517.57,0.87
2025-04-05 09:45:42,15.59,69.21,371.52,0.88
2025-04-05 09:35:42,13.53,68.2,489.06,0.62
2025-04-05 09:25:42,15.64,64.69,489.04,0.59
2025-04-05 09:15:42,15.18,62.82,442.61,0.87
2025-04-05 09:05:42,14.42,67.44,379.07,0.79
2025-04-05 08:55:42,16.98,63.88,340.5,0.78
2025-04-05 08:45:42,11.26,63.72,415.16,0.72
2025-04-05 08:35:42,15.44,68.9,468.37,0.53
2025-04-05 08:25:42,10.51,69.86,376.5,0.59
2025-04-05 08:15:42,13.44,61.17,366.94,0.71
2025-04-05 08:05:42,12.9,61.58,331.13,0.73
2025-04-05 07:55:42,13.28,67.44,440.82,0.69
2025-04-05 07:45:42,14.53,69.26,414.28,0.49
2025-04-05 07:35:42,13.1,64.18,335.85,0.78
2025-04-05 07:25:42,15.78,68.11,382.46,0.54
2025-04-05 07:15:42,16.76,65.42,489.2,0.62
2025-04-05 07:05:42,16.17,71.25,340.89,0.5
2025-04-05 06:55:42,16.9,66.95,533.19,0.88
2025-04-05 06:45:42,16.84,70.65,363.24,0.64
2025-04-05 06:35:42,13.2,62.91,454.73,0.59
2025-04-05 06:25:42,13.56,66.76,498.14,0.55
2025-04-05 06:15:42,18.21,66.4,384.58,0.59
2025-04-05 06:05:42,15.17,67.24,368.19,0.93
2025-04-05 05:55:42,19.93,64.08,499.59,0.85
2025-04-05 05:45:42,18.32,69.56,540.01,0.79
2025-04-05 05:35:42,17.85,68.54,513.41,0.78
2025-04-05 05:25:42,18.31,66.96,383.06,0.65
2025-04-05 05:15:42,16.26,63.39,529.21,0.67
2025-04-05 05:05:42,16.08,63.04,386.75,0.52
2025-04-05 04:55:42,14.72,63.78,398.12,0.49
2025-04-05 04:45:42,16.26,61.91,330.12,0.81
2025-04-05 04:35:42,16.23,65.19,352.65,0.62
2025-04-05 04:25:42,16.02,69.26,317.79,0.8
2025-04-05 04:15:42,12.27,65.5,351.51,0.41
2025-04-05 04:05:42,13.39,68.88,369.24,0.77
2025-04-05 03:55:42,15.28,68.91,337.46,0.73
2025-04-05 03:45:42,14.12,69.91,352.7,0.7
2025-04-05 03:35:42,11.94,67.55,386.53,0.72
2025-04-05 03:25:42,10.89,67.63,381.54,0.77
2025-04-05 03:15:42,11.43,66.6,332.72,0.57
2025-04-05 03:05:42,11.8,65.25,348.23,0.5
2025-04-05 02:55:42,13.37,65.13,387.07,0.86
2025-04-05 02:45:42,13.83,71.85,517.66,0.74
2025-04-05 02:35:42,16.06,64.57,475.21,0.69
2025-04-05 02:25:42,15.2,67.04,527.92,0.54
2025-04-05 02:15:42,14.71,66.53,400.07,0.61
2025-04-05 02:05:42,13.81,64.73,550.29,0.76
2025-04-05 01:55:42,16.55,73.16,465.92,0.68
2025-04-05 01:45:42,14.74,65.97,374.14,0.9
2025-04-05 01:35:42,18.31,63.2,476.08,0.62
2025-04-05 01:25:42,15.11,70.72,516.38,0.6
2025-04-05 01:15:42,14.17,62.74,431.31,0.87
2025-04-05 01:05:42,11.76,66.59,472.42,0.85
2025-04-05 00:55:42,12.11,61.3,524.27,0.47
2025-04-05 00:45:42,14.85,67.95,369.52,0.43
2025-04-05 00:35:42,15.64,61.17,450.99,0.71
2025-04-05 00:25:42,11.29,64.36,381.43,0.65
2025-04-05 00:15:42,12.23,68.74,396.99,0.74
2025-04-05 00:05:42,14.05,61.99,328.5,0.73
2025-04-04 23:55:42,11.59,68.77,370.48,0.7
2025-04-04 23:45:42,14.56,70.1,350.46,0.56
2025-04-04 23:35:42,13.22,65.0,317.01,0.78
2025-04-04 23:25:42,14.89,66.74,326.19,0.81
2025-04-04 23:15:42,15.32,63.57,362.49,0.47
2025-04-04 23:05:42,16.7,63.99,515.79,0.63
2025-04-04 22:55:42,14.11,64.92,391.38,0.53
2025-04-04 22:45:42,16.52,65.62,514.27,0.61
2025-04-04 22:35:42,16.41,64.19,404.94,0.61
2025-04-04 22:25:42,16.47,69.59,413.34,0.74
2025-04-04 22:15:42,16.49,64.75,554.46,0.77
2025-04-04 22:05:42,19.86,67.05,491.93,0.87
2025-04-04 21:55:42,19.18,64.05,425.73,0.57
2025-04-04 21:45:42,19.39,64.08,378.22,0.67
2025-04-04 21:35:42,13.13,67.48,497.11,0.56
2025-04-04 21:25:42,14.07,65.13,519.18,0.7
2025-04-04 21:15:42,18.28,68.98,514.65,0.6
2025-04-04 21:05:42,17.09,61.87,381.08,0.57
2025-04-04 20:55:42,13.61,68.86,380.6,0.63
2025-04-04 20:45:42,11.84,63.54,502.58,0.57
2025-04-04 20:35:42,14.63,64.27,396.29,0.65
2025-04-04 20:25:42,14.91,62.35,457.54,0.56
2025-04-04 20:15:42,16.06,68.83,419.79,0.74
2025-04-04 20:05:42,13.77,63.11,475.87,0.41
2025-04-04 19:55:42,14.9,68.92,305.87,0.67
2025-04-04 19:45:42,13.42,66.3,394.09,0.8
2025-04-04 19:35:42,15.86,64.7,371.24,0.57
2025-04-04 19:25:42,14.71,62.65,377.11,0.5
2025-04-04 19:15:42,15.73,64.21,490.74,0.51
2025-04-04 19:05:42,13.34,66.27,401.3,0.61
2025-04-04 18:55:42,16.23,68.2,511.22,0.86
2025-04-04 18:45:42,18.93,69.35,525.83,0.57
2025-04-04 18:35:42,17.75,66.4,545.11,0.57
2025-04-04 18:25:42,14.59,72.86,421.49,0.57
2025-04-04 18:15:42,15.98,64.36,410.56,0.92
2025-04-04 18:05:42,18.14,68.87,504.74,0.68
2025-04-04 17:55:42,13.82,67.34,511.02,0.53
2025-04-04 17:45:42,19.21,63.87,364.57,0.84
2025-04-04 17:35:42,14.42,64.19,495.99,0.64
2025-04-04 17:25:42,17.81,70.02,430.88,0.53
2025-04-04 17:15:42,15.27,68.11,454.35,0.85
2025-04-04 17:05:42,17.92,65.67,452.77,0.79
2025-04-04 16:55:42,12.28,62.87,389.08,0.48
2025-04-04 16:45:42,11.83,65.23,363.27,0.5
2025-04-04 16:35:42,13.98,66.24,433.07,0.73
2025-04-04 16:25:42,13.08,60.41,464.89,0.51
2025-04-04 16:15:42,15.55,69.74,480.5,0.48
2025-04-04 16:05:42,15.36,65.07,434.6,0.76
2025-04-04 15:55:42,10.82,64.98,388.59,0.61
2025-04-04 15:45:42,15.96,68.2,338.67,0.72
2025-04-04 15:35:42,15.87,66.06,439.93,0.57
2025-04-04 15:25:42,15.32,62.1,469.99,0.74
2025-04-04 15:15:42,12.83,69.89,494.21,0.75
2025-04-04 15:05:42,14.47,61.9,379.08,0.48
2025-04-04 14:55:42,14.02,70.52,530.11,0.81
2025-04-04 14:45:42,14.16,70.76,472.68,0.84
2025-04-04 14:35:42,17.68,63.48,550.38,0.51
2025-04-04 14:25:42,19.53,66.54,455.04,0.66
2025-04-04 14:15:42,14.81,70.66,553.93,0.62
2025-04-04 14:05:42,19.93,70.59,536.74,0.72
2025-04-04 13:55:42,16.62,69.22,449.69,0.71
2025-04-04 13:45:42,14.25,71.57,507.74,0.81
2025-04-04 13:35:42,17.65,64.89,476.11,0.81
2025-04-04 13:25:42,17.17,65.95,350.74,0.51
2025-04-04 13:15:42,16.67,64.46,379.92,0.57
2025-04-04 13:05:42,14.67,68.84,453.31,0.67
2025-04-04 12:55:42,16.53,63.35,509.62,0.68
2025-04-04 12:45:42,14.03,62.65,444.55,0.66
2025-04-04 12:35:42,15.81,62.75,339.07,0.5
2025-04-04 12:25:42,14.51,66.34,361.5,0.47
2025-04-04 12:15:42,10.74,66.91,440.02,0.45
2025-04-04 12:05:42,13.3,61.01,456.95,0.65
2025-04-04 11:55:42,13.01,65.49,500.11,0.69
2025-04-04 11:45:42,13.54,68.49,392.58,0.44
2025-04-04 11:35:42,16.93,68.66,454.36,0.49
2025-04-04 11:25:42,11.53,68.01,499.14,0.75
2025-04-04 11:15:42,16.31,67.15,432.63,0.46
2025-04-04 11:05:42,11.67,66.24,529.21,0.48
2025-04-04 10:55:42,14.71,69.46,367.16,0.64
2025-04-04 10:45:42,16.41,64.05,466.04,0.78
2025-04-04 10:35:42,19.25,69.07,466.49,0.64
2025-04-04 10:25:42,18.93,66.32,483.36,0.65
2025-04-04 10:15:42,15.79,72.49,497.25,0.71
2025-04-04 10:05:42,15.38,63.34,393.88,0.57
2025-04-04 09:55:42,19.32,65.45,501.95,0.74
2025-04-04 09:45:42,16.5,72.43,502.83,0.64
2025-04-04 09:35:42,13.23,70.97,459.23,0.52
2025-04-04 09:25:42,17.52,64.82,435.28,0.85
2025-04-04 09:15:42,14.69,69.2,531.24,0.78
2025-04-04 09:05:42,18.3,66.71,348.79,0.54
2025-04-04 08:55:42,13.04,68.22,420.05,0.59
2025-04-04 08:45:42,14.6,66.69,401.22,0.75
2025-04-04 08:35:42,11.66,63.79,351.28,0.76
2025-04-04 08:25:42,16.29,67.53,338.99,0.76
2025-04-04 08:15:42,12.39,67.72,489.64,0.42
2025-04-04 08:05:42,11.7,60.19,359.41,0.56
2025-04-04 07:55:42,15.77,64.39,358.27,0.61
2025-04-04 07:45:42,12.29,66.91,444.16,0.51
2025-04-04 07:35:42,11.7,68.63,310.78,0.77
2025-04-04 07:25:42,14.07,63.32,493.33,0.62
2025-04-04 07:15:42,11.8,68.11,419.5,0.45
2025-04-04 07:05:42,15.34,70.07,359.91,0.69
2025-04-04 06:55:42,16.55,63.77,502.15,0.86
2025-04-04 06:45:42,19.0,70.92,405.19,0.88
2025-04-04 06:35:42,14.37,67.7,477.14,0.65
2025-04-04 06:25:42,17.5,69.06,561.99,0.89
2025-04-04 06:15:42,14.29,64.37,434.6,0.61
2025-04-04 06:05:42,14.08,69.35,477.15,0.73
2025-04-04 05:55:42,18.59,66.01,481.49,0.92
2025-04-04 05:45:42,16.71,68.91,540.46,0.72
2025-04-04 05:35:42,15.78,65.37,442.74,0.91
2025-04-04 05:25:42,18.47,69.43,443.15,0.52
2025-04-04 05:15:42,14.0,65.62,434.46,0.73
2025-04-04 05:05:42,12.68,65.55,371.18,0.72
2025-04-04 04:55:42,13.05,66.13,374.46,0.65
2025-04-04 04:45:42,10.95,70.25,422.11,0.51
2025-04-04 04:35:42,13.32,66.96,505.67,0.49
2025-04-04 04:25:42,16.49,62.16,347.24,0.51
2025-04-04 04:15:42,15.17,70.02,325.43,0.62
2025-04-04 04:05:42,13.8,61.64,350.07,0.42
2025-04-04 03:55:42,14.07,64.43,354.51,0.68
2025-04-04 03:45:42,14.76,63.45,332.39,0.69
2025-04-04 03:35:42,14.99,63.17,342.48,0.78
2025-04-04 03:25:42,16.2,61.6,443.18,0.46
2025-04-04 03:15:42,11.67,67.25,513.7,0.79
2025-04-04 03:05:42,15.39,64.57,532.41,0.48
2025-04-04 02:55:42,16.67,70.77,540.53,0.63
2025-04-04 02:45:42,13.57,71.43,421.5,0.67
2025-04-04 02:35:42,16.94,65.95,417.12,0.53
2025-04-04 02:25:42,19.57,71.48,465.11,0.77
2025-04-04 02:15:42,19.63,65.1,516.6,0.79
2025-04-04 02:05:42,17.82,66.92,405.8,0.93
2025-04-04 01:55:42,13.72,71.67,379.48,0.74
2025-04-04 01:45:42,19.69,64.94,408.99,0.68
2025-04-04 01:35:42,18.3,68.96,517.14,0.61
2025-04-04 01:25:42,16.4,70.77,369.96,0.64
2025-04-04 01:15:42,14.04,67.92,463.04,0.8
2025-04-04 01:05:42,16.33,62.7,430.91,0.77
2025-04-04 00:55:42,11.56,62.35,399.29,0.58
2025-04-04 00:45:42,15.11,67.76,358.51,0.67
2025-04-04 00:35:42,16.32,63.71,481.46,0.49
2025-04-04 00:25:42,13.68,66.57,414.73,0.8
2025-04-04 00:15:42,11.43,67.52,396.34,0.68
2025-04-04 00:05:42,12.77,64.62,427.33,0.67
2025-04-03 23:55:42,16.06,63.82,402.01,0.44
2025-04-03 23:45:42,10.27,62.02,490.8,0.63
2025-04-03 23:35:42,13.32,67.94,408.48,0.5
2025-04-03 23:25:42,17.28,61.94,335.2,0.53
2025-04-03 23:15:42,11.93,68.1,362.08,0.55
2025-04-03 23:05:42,15.83,64.3,471.67,0.55
2025-04-03 22:55:42,15.59,65.99,462.4,0.55
2025-04-03 22:45:42,18.65,68.38,548.66,0.63
2025-04-03 22:35:42,16.32,64.7,393.6,0.65
2025-04-03 22:25:42,19.3,65.88,410.49,0.65
2025-04-03 22:15:42,17.06,68.73,485.5,0.68
2025-04-03 22:05:42,19.54,69.96,484.55,0.58
2025-04-03 21:55:42,13.66,72.76,537.54,0.72
2025-04-03 21:45:42,13.77,66.0,437.87,0.78
2025-04-03 21:35:42,16.74,63.34,533.21,0.68
2025-04-03 21:25:42,16.97,68.29,473.91,0.88
2025-04-03 21:15:42,14.09,71.01,382.99,0.55
2025-04-03 21:05:42,17.53,68.28,368.85,0.66
2025-04-03 20:55:42,12.38,68.54,437.01,0.72
2025-04-03 20:45:42,10.86,68.52,454.94,0.46
2025-04-03 20:35:42,15.76,68.25,447.84,0.77
2025-04-03 20:25:42,13.47,62.01,334.67,0.5
2025-04-03 20:15:42,15.9,62.89,481.37,0.46
2025-04-03 20:05:42,14.0,63.1,466.3,0.51
2025-04-03 19:55:42,14.69,70.03,329.84,0.76
2025-04-03 19:45:42,13.64,60.44,323.08,0.7
2025-04-03 19:35:42,11.98,69.73,378.22,0.59
2025-04-03 19:25:42,15.01,64.27,474.35,0.43
2025-04-03 19:15:42,17.77,69.42,498.21,0.58
2025-04-03 19:05:42,16.55,65.36,449.71,0.67
2025-04-03 18:55:42,17.11,71.53,442.45,0.72
2025-04-03 18:45:42,13.78,72.18,389.72,0.75
2025-04-03 18:35:42,13.52,68.33,555.98,0.59
2025-04-03 18:25:42,16.35,70.14,537.81,0.83
2025-04-03 18:15:42,15.55,70.82,473.45,0.6
2025-04-03 18:05:42,16.87,70.7,421.23,0.83
2025-04-03 17:55:42,18.85,71.46,480.08,0.64
2025-04-03 17:45:42,16.89,64.44,445.42,0.84
2025-04-03 17:35:42,13.24,63.6,385.03,0.91
2025-04-03 17:25:42,14.78,65.45,434.28,0.7
2025-04-03 17:15:42,18.7,69.13,438.66,0.84
2025-04-03 17:05:42,12.24,71.3,505.02,0.65
2025-04-03 16:55:42,15.34,70.48,365.77,0.84
2025-04-03 16:45:42,14.44,62.02,470.72,0.69
2025-04-03 16:35:42,16.2,62.09,427.98,0.61
2025-04-03 16:25:42,15.01,63.32,479.07,0.64
2025-04-03 16:15:42,12.9,61.45,392.41,0.54
2025-04-03 16:05:42,11.04,61.79,315.09,0.45
2025-04-03 15:55:42,13.02,63.74,371.46,0.51
2025-04-03 15:45:42,13.64,67.11,311.7,0.76
2025-04-03 15:35:42,12.93,66.06,481.73,0.79
2025-04-03 15:25:42,14.19,67.28,379.53,0.51
2025-04-03 15:15:42,15.15,63.19,407.57,0.45
2025-04-03 15:05:42,13.18,68.0,522.92,0.7
2025-04-03 14:55:42,15.0,70.65,443.97,0.86
2025-04-03 14:45:42,14.69,69.29,391.72,0.79
2025-04-03 14:35:42,16.37,64.78,389.4,0.56
2025-04-03 14:25:42,17.32,63.22,418.09,0.56
2025-04-03 14:15:42,18.64,66.11,523.76,0.68
2025-04-03 14:05:42,18.01,66.3,555.99,0.9
2025-04-03 13:55:42,15.18,69.32,397.68,0.91
2025-04-03 13:45:42,16.11,65.7,460.3,0.8
2025-04-03 13:35:42,15.26,63.5,442.74,0.82
2025-04-03 13:25:42,12.86,68.76,530.16,0.65
2025-04-03 13:15:42,15.88,67.08,440.97,0.81
2025-04-03 13:05:42,12.97,65.5,371.97,0.5
2025-04-03 12:55:42,13.14,70.03,418.3,0.52
2025-04-03 12:45:42,17.23,65.14,504.41,0.52
2025-04-03 12:35:42,13.19,65.59,471.38,0.7
2025-04-03 12:25:42,14.4,61.08,417.23,0.65
2025-04-03 12:15:42,10.53,68.22,458.3,0.79
2025-04-03 12:05:42,10.33,61.59,399.19,0.54
2025-04-03 11:55:42,15.11,67.98,483.43,0.71
2025-04-03 11:45:42,13.24,62.11,403.82,0.48
2025-04-03 11:35:42,15.79,65.34,460.13,0.49
2025-04-03 11:25:42,15.26,64.87,495.83,0.74
2025-04-03 11:15:42,15.71,70.44,411.28,0.62
2025-04-03 11:05:42,16.74,70.39,425.99,0.53
2025-04-03 10:55:42,12.18,64.92,481.43,0.58
2025-04-03 10:45:42,18.1,71.55,385.87,0.87
2025-04-03 10:35:42,16.65,71.49,393.89,0.8
2025-04-03 10:25:42,13.38,66.35,364.53,0.7
2025-04-03 10:15:42,19.69,70.7,375.98,0.79
2025-04-03 10:05:42,17.42,66.82,461.5,0.7
2025-04-03 09:55:42,13.52,66.94,533.58,0.56
2025-04-03 09:45:42,14.48,73.1,466.63,0.67
2025-04-03 09:35:42,16.99,69.66,491.59,0.88
2025-04-03 09:25:42,15.59,66.16,372.49,0.77
2025-04-03 09:15:42,14.39,63.5,358.69,0.61
2025-04-03 09:05:42,17.96,69.89,501.5,0.68
2025-04-03 08:55:42,16.73,67.64,496.72,0.81
2025-04-03 08:45:42,15.22,65.15,336.31,0.53
2025-04-03 08:35:42,13.31,68.44,485.66,0.66
2025-04-03 08:25:42,15.46,68.3,500.14,0.55
2025-04-03 08:15:42,11.69,68.11,367.85,0.47
2025-04-03 08:05:42,13.31,60.1,446.03,0.74
2025-04-03 07:55:42,10.97,62.01,440.33,0.58
2025-04-03 07:45:42,13.24,60.81,440.28,0.74
2025-04-03 07:35:42,10.55,65.1,365.55,0.79
2025-04-03 07:25:42,17.49,69.73,426.02,0.56
2025-04-03 07:15:42,12.46,68.5,461.79,0.68
2025-04-03 07:05:42,14.7,71.06,349.4,0.78
2025-04-03 06:55:42,16.21,68.13,442.22,0.66
2025-04-03 06:45:42,16.31,70.42,529.33,0.79
2025-04-03 06:35:42,15.77,70.52,499.5,0.91
2025-04-03 06:25:42,14.05,72.84,553.7,0.9
2025-04-03 06:15:42,17.7,68.91,461.06,0.78
2025-04-03 06:05:42,19.51,63.52,525.18,0.68
2025-04-03 05:55:42,16.48,69.05,533.56,0.59
2025-04-03 05:45:42,15.79,63.57,542.21,0.64
2025-04-03 05:35:42,18.04,66.98,437.65,0.58
2025-04-03 05:25:42,18.85,63.84,454.99,0.86
2025-04-03 05:15:42,16.49,66.67,389.34,0.83
2025-04-03 05:05:42,18.2,71.34,444.7,0.57
2025-04-03 04:55:42,15.78,69.48,360.13,0.78
2025-04-03 04:45:42,14.05,61.97,451.18,0.63
2025-04-03 04:35:42,10.86,66.2,364.88,0.81
2025-04-03 04:25:42,11.86,68.76,357.76,0.58
2025-04-03 04:15:42,16.54,68.7,485.11,0.5
2025-04-03 04:05:42,15.91,68.23,321.79,0.77
2025-04-03 03:55:42,13.56,63.62,354.66,0.63
2025-04-03 03:45:42,14.6,61.52,437.75,0.71
2025-04-03 03:35:42,15.86,65.55,429.1,0.79
2025-04-03 03:25:42,16.12,64.68,444.94,0.74
2025-04-03 03:15:42,11.53,63.46,336.84,0.76
2025-04-03 03:05:42,17.06,63.43,454.54,0.6
2025-04-03 02:55:42,14.84,67.99,359.96,0.87
2025-04-03 02:45:42,12.64,68.88,384.74,0.65
2025-04-03 02:35:42,14.91,71.98,470.53,0.76
2025-04-03 02:25:42,13.19,70.6,548.51,0.53
2025-04-03 02:15:42,18.24,69.58,551.24,0.72
2025-04-03 02:05:42,19.01,67.29,459.33,0.74
2025-04-03 01:55:42,15.67,72.57,415.46,0.83
2025-04-03 01:45:42,17.52,67.83,549.94,0.88
2025-04-03 01:35:42,14.5,68.15,370.28,0.53
2025-04-03 01:25:42,13.65,66.08,450.17,0.61
2025-04-03 01:15:42,14.99,63.85,416.48,0.51
2025-04-03 01:05:42,17.1,66.43,464.52,0.65
2025-04-03 00:55:42,15.05,63.8,452.98,0.73
2025-04-03 00:45:42,12.96,69.36,469.5,0.74
2025-04-03 00:35:42,13.49,65.66,493.01,0.44
2025-04-03 00:25:42,16.86,63.38,355.03,0.51
2025-04-03 00:15:42,14.37,62.89,353.44,0.57
2025-04-03 00:05:42,14.32,69.07,498.28,0.55
2025-04-02 23:55:42,11.06,64.77,500.92,0.58
2025-04-02 23:45:42,11.01,68.18,323.7,0.76
2025-04-02 23:35:42,11.15,63.66,445.68,0.6
2025-04-02 23:25:42,11.19,61.1,423.15,0.71
2025-04-02 23:15:42,12.04,66.5,368.95,0.78
2025-04-02 23:05:42,16.36,67.18,394.44,0.62
2025-04-02 22:55:42,13.25,69.01,414.45,0.83
2025-04-02 22:45:42,13.5,68.0,415.68,0.59
2025-04-02 22:35:42,12.85,65.25,438.95,0.66
2025-04-02 22:25:42,19.71,66.71,492.42,0.85
2025-04-02 22:15:42,19.44,69.12,486.26,0.58
2025-04-02 22:05:42,17.78,70.87,421.94,0.61
2025-04-02 21:55:42,18.53,69.38,499.37,0.91
2025-04-02 21:45:42,15.07,66.02,538.58,0.9
2025-04-02 21:35:42,19.01,68.51,377.14,0.72
2025-04-02 21:25:42,16.47,63.26,485.26,0.69
2025-04-02 21:15:42,14.69,70.12,475.96,0.55
2025-04-02 21:05:42,13.47,69.08,426.58,0.57
2025-04-02 20:55:42,13.08,66.42,514.19,0.84
2025-04-02 20:45:42,15.77,68.16,367.01,0.45
2025-04-02 20:35:42,14.86,67.62,482.44,0.61
2025-04-02 20:25:42,15.0,65.88,503.7,0.72
2025-04-02 20:15:42,12.72,65.55,492.91,0.54
2025-04-02 20:05:42,16.55,66.78,405.25,0.56
2025-04-02 19:55:42,12.79,64.28,451.78,0.79
2025-04-02 19:45:42,10.5,65.53,427.16,0.7
2025-04-02 19:35:42,13.12,67.24,314.63,0.7
2025-04-02 19:25:42,11.19,62.41,451.43,0.69
2025-04-02 19:15:42,16.8,68.38,474.62,0.49
2025-04-02 19:05:42,11.67,68.93,518.6,0.76
2025-04-02 18:55:42,18.13,66.32,347.16,0.73
